cpu_id,motherboard_id,cpu_socket,motherboard_socket,cpu_cores,cpu_threads,cpu_base_clock,cpu_boost_clock,cpu_tdp,motherboard_ram_type,motherboard_ram_slots,motherboard_chipset,socket_match,label
ac833b07-53eb-4d59-8be5-bcd20ad26e79,68049c14-c589-4275-852b-b25193273441,AM5,AM5,6,12,4.3,5.0,65.0,DDR5,4,AMD X870E,1,1
c7d21bb9-7688-49bd-ac6c-f5730c2a5b7f,412ef30c-ea27-4dbb-9b06-0a87ee9cada2,LGA1151,LGA775,8,8,3.0,4.7,65.0,DDR2,4,Intel P43,0,0
8d8fc082-483c-4e5a-980f-d6191a73f946,83b0c873-81c9-4931-be5f-486f5e00f6af,LGA1200,LGA1200,6,12,2.9,4.3,65.0,DDR4,2,Intel B560,1,1
62959454-cb04-46c8-a94f-3f194a120e78,753f6f1a-1d31-4835-ac9e-0eff7416dcc6,LGA1151,LGA1151,4,8,3.7,4.1,72.0,DDR4,4,Intel H370,1,1
045802be-240a-4bce-9e67-2722f885e671,3add7128-77bf-4106-bc67-cf8a2e9ab725,LGA1700,LGA1700,24,32,3.0,5.8,125.0,DDR5,2,Intel B760,1,1
3584f04a-5db8-4df4-970b-cd871fa67f2c,efaddae0-cc89-4255-98f7-ca67aa699640,LGA1151,LGA1151,4,4,2.8,3.7,35.0,DDR4,4,Intel Z370,1,1
7bf2f913-1f98-47fb-89b6-979704c62472,713806ff-7a4e-4388-8dc1-21a611319ece,LGA1151,LGA1151,4,4,2.7,3.5,35.0,DDR4,4,Intel Z170,1,1
28d1cde9-50aa-4565-952b-ef06e454fe46,e29a27d3-5ec8-44bc-82f4-1daf274c690b,LGA1150,LGA1150,4,4,3.2,3.9,65.0,DDR3,2,Intel H81,1,1
51ed618a-fade-4996-8480-c98e10f49271,28fded38-9f57-4b57-9e53-213d67a23e35,LGA2066,FM2+,18,36,2.6,4.4,165.0,DDR3,4,AMD A88X,0,0
a52d0c10-ee31-46cc-a2d7-1c27e66ce467,ee9d1fde-0946-47c0-9e31-4de8cbb0cc6a,LGA1151,LGA1151,4,8,3.7,4.1,73.0,DDR4,2,Intel H310,1,1
db93651a-7128-433b-8ba0-7a127134fe64,3f5c6c53-4905-4511-8063-02efd640be01,AM4,AM4,8,16,3.6,4.4,65.0,DDR4,2,AMD X570,1,1
99464443-aee0-4b34-bb27-dc7e2594943c,068d1a73-9211-4b0e-86e0-97a84766db3c,AM4,LGA1200,16,32,3.3,4.8,105.0,DDR4,4,Intel Z590,0,0
3b805488-29ca-4c3a-b4a7-a7a928396ee6,987b8b10-32a8-4f41-a931-4beb6c944cbf,LGA2066,AM4,10,20,3.5,4.4,165.0,DDR4,2,AMD A520,0,0
b8259316-63cb-41f2-8504-88cd43f69a8e,914796fd-1954-46e5-ac86-ba505e4d471a,STR5,LGA1200,96,192,2.5,5.1,350.0,DDR4,4,Intel B460,0,0
4102198f-b559-46e0-8973-5d95592dfdbf,e77dda0b-8e5c-4f58-bc10-c96cc4ae8b56,LGA1151,LGA1151,6,6,2.9,4.1,65.0,DDR4,4,Intel C246,1,1
ea28e46f-dc70-4547-9701-eca335890462,413a4bd3-161e-4cfd-a2f6-acab80c952c4,AM5,LGA1151,6,12,3.7,5.0,65.0,DDR4,4,Intel B365,0,0
558f9e14-2ddd-4b02-8653-01011ef4cfe8,85165b95-7c99-423f-a868-a9f679d4a2ef,LGA2066,LGA1700,16,32,2.8,4.4,165.0,DDR4,4,Intel B660,0,0
ccc69dff-328d-4467-8ba5-5364ca8c4a32,e9da3cd9-d86f-42a6-ae97-62c1f51d6343,AM3+,AM3+,4,4,3.8,4.0,95.0,DDR3,4,AMD 990FX,1,1
e729304a-edb5-4009-8c21-e348da959fda,07ab287c-4346-4e36-b0fb-060c37e4c098,LGA1155,LGA1150,4,4,2.7,3.2,65.0,DDR3,4,Intel Z97,0,0
4e7cc444-43db-41c6-8f70-fdee1932ee05,b2c9a780-cae9-4861-9abc-fe2da96cc80a,LGA1151,AM5,8,16,3.1,5.0,65.0,DDR5,4,AMD B850,0,0
a1272cd8-f01a-47d7-b41b-0381c2fd4ece,fd071db0-c961-432b-8538-fa56dde18d28,AM3+,AM5,8,8,4.0,4.2,125.0,DDR5,4,AMD X870E,0,0
38a5507d-8a19-4894-a2bd-33afc1148a0d,f091efcf-89aa-4482-bf00-6c74c3a2d3f8,LGA2066,LGA1151,16,32,2.8,4.4,165.0,DDR4,4,Intel Z170,0,0
ace4672b-d3d9-4695-bac3-d76b4283cf3a,fcdd7052-164e-4b7f-b715-c6bfd5bdfe4a,TR4,AM4,32,64,3.0,4.2,250.0,DDR4,4,AMD B450,0,0
04ee90ac-3af8-453e-afcb-1e0172871e42,acaef132-83e0-4c7f-8e96-b333deafdf8d,LGA1151,AM5,6,6,2.8,4.0,65.0,DDR5,4,AMD X670E,0,0
8bee943b-fbf9-4a79-8eca-57014707ba44,3f1e039b-cb85-46f4-a00e-0483c604e2ea,LGA1151,LGA1151,8,16,3.4,5.0,80.0,DDR4,4,Intel C246,1,1
34711b7b-a952-4b0d-a251-3774b3406e3d,77e0ffd9-9f62-4e96-b821-bf60cd4d2fb9,LGA1700,LGA1700,6,12,3.0,4.6,65.0,DDR5,4,Intel B760,1,1
cd030ee7-8539-4b8a-8fa8-1738ad51e50b,4720e75d-1d9b-4a2e-ae9f-e81db4b04d70,STR5,LGA1151,32,64,4.0,5.3,350.0,DDR4,4,Intel B250,0,0
c2933afd-f5c7-4c46-aab4-37da272972e0,b05d51f8-0e40-417c-b76d-42c9b0509699,LGA1151,LGA1151,4,8,3.4,4.0,65.0,DDR4,4,Intel H370,1,1
1c16dbfa-0c47-425b-ad18-e06972ca6ffc,c5c9c0d6-aa8e-47c4-a591-9fcff5c37145,AM4,LGA1151,4,4,3.8,4.2,65.0,DDR4,4,Intel Z170,0,0
8f887239-9d8c-4991-ab07-f9d7dda9cf81,b945c157-4ddc-4ec3-b733-a0297151c61d,LGA1151,AM4,6,12,3.7,4.7,95.0,DDR4,4,AMD B550,0,0
1c16dbfa-0c47-425b-ad18-e06972ca6ffc,854f9f8c-c4f5-45ff-b339-35d3ddb7143d,AM4,LGA1151,4,4,3.8,4.2,65.0,DDR4,2,Intel H370,0,0
8b3369aa-e320-4777-ba00-61cc17ec5bac,ff34d65e-d982-4bec-bc21-4d9b4b351636,LGA1151,LGA1700,4,4,2.7,3.3,65.0,DDR4,4,Intel B760,0,0
09e91f36-20fd-4461-a117-37ef0872fc63,28ce36dc-96a3-4d0b-b526-958590707485,LGA1150,TR4,4,8,4.0,4.4,88.0,DDR4,8,AMD X399,0,0
6f04117e-95fd-483a-9b27-31b2ba116adc,3d278392-d836-4529-8919-ba27c0927942,LGA2066,LGA1155,12,24,3.5,4.4,165.0,DDR3,4,Intel P67,0,0
163d1e0a-ea5a-45d7-8c43-eaff7e78107b,7be9c9a2-e515-41c0-8d90-7864cf61501e,LGA1700,LGA1700,24,32,2.0,5.8,65.0,DDR4,2,Intel H610,1,1
9851fef5-0cae-4ff8-91b4-67448fe260c9,839209bd-163e-477d-b7d3-74eac8f9047a,LGA1151,LGA1151,4,8,3.6,4.5,71.0,DDR4,4,Intel Z270,1,1
e16a10af-3e6e-4d60-8f7b-96f054281fa6,508442d6-2629-4961-a0de-69a8ce6fbc6b,LGA1700,AM3,4,8,3.4,4.5,58.0,DDR2,2,NVIDIA GeForce 7025,0,0
c2933afd-f5c7-4c46-aab4-37da272972e0,791a1fe5-011d-4d10-9709-1a484a1ccc3c,LGA1151,LGA1151,4,8,3.4,4.0,65.0,DDR4,4,Intel B250,1,1
8b3369aa-e320-4777-ba00-61cc17ec5bac,0799a194-6672-4736-9183-ffea98656f4d,LGA1151,LGA1156,4,4,2.7,3.3,65.0,DDR3,4,Intel P55,0,0
529da8f1-d398-4ef3-b6c9-2a2a2dde4b14,968f2e2c-2744-4aef-a633-2b47159a5ec3,LGA2011,LGA1851,8,16,3.2,4.0,140.0,DDR5,4,Intel Z890,0,0
7e2631f6-7672-4930-9c02-728bab88198f,0bbd33ca-9658-4001-b444-42095b03c375,AM5,LGA775,6,12,3.7,5.0,65.0,DDR2,2,Intel G41,0,0
51585d60-2575-4abb-9283-9900580d53e1,af0fb4f7-aae0-4d4d-9fe5-105d523e1391,LGA1151,LGA1151,4,4,3.3,4.3,71.0,DDR4,2,Intel H310,1,1
6ce56c54-ee7e-462a-a5c2-13c213baa034,c44c9ef3-5389-4d50-98b4-bd07d00e0fca,AM4,AM4,6,6,3.6,4.1,65.0,DDR4,2,AMD X470,1,1
eae7a655-d281-44a8-8f12-3c6a577bf1c0,81099b6b-1789-46c8-b52b-273f78fa9b6b,LGA1151,LGA1151,4,4,2.8,3.4,65.0,DDR4,2,Intel H310,1,1
f8dce6ce-17aa-426d-a513-3d4c0136f180,28890f1f-e212-4d60-8267-173702196647,LGA1151,AM5,8,16,3.6,5.0,95.0,DDR5,4,AMD B650E,0,0
f7cfeb10-844d-4294-83b2-337ec8eef5f9,b05e01d5-babf-4126-8553-6c281f0c7e12,LGA1151,LGA1151,4,4,2.8,3.7,35.0,DDR4,4,Intel Z390,1,1
9ea982fe-1d3e-4600-b608-279496b2fedb,40a0eab4-4b27-4a90-9c46-d08a587f07ce,LGA1700,LGA1700,4,8,2.5,4.2,35.0,DDR4,4,Intel Z790,1,1
b6daa5b6-8e64-438a-8893-274c85715758,77ec8d68-a6f5-422c-afa6-350cdd59c351,LGA1700,AM4,14,20,2.7,5.0,65.0,DDR4,4,AMD X470,0,0
2fab13a0-42a4-4698-919c-99f167e1d0b0,01f7a80f-3aae-4ba3-b956-ddc461ef01d1,AM4,LGA1150,8,16,3.4,3.8,95.0,DDR3,4,Intel B85,0,0
b118e697-2205-4c0c-b124-5aa24e9adc33,5c623966-689f-42ad-adfa-d168be544bca,LGA1151,LGA1151,4,4,3.5,4.1,65.0,DDR4,4,Intel H270,1,1
dcd1ccf1-319a-4d55-8b6a-d88840b5d83c,0d41ea50-a9a5-48cc-aadc-5735c9250bab,LGA2011,LGA2011,8,16,2.6,3.4,95.0,DDR3,8,Intel X79,1,1
766557bd-4a3c-4fb1-93e4-2e12c0264a74,5bea5fca-27fb-4e15-81ef-f19595523674,LGA1200,LGA1200,6,12,2.9,4.3,65.0,DDR4,2,Intel Z490,1,1
04320339-a372-4ca2-b9d8-9eb857f34fde,92db76c3-884c-4ee7-b663-38fb19c049c8,FM2+,LGA1151,4,4,3.6,3.9,95.0,DDR4,2,Intel H370,0,0
5a49ac5d-8247-4822-b065-5cfa926fbcb0,31185d6a-b39e-45fd-9e33-254257a9d16c,LGA1700,AM5,16,24,2.4,5.1,65.0,DDR5,4,AMD X870,0,0
4fd216c7-0579-4576-846e-723a6d537555,2a5e269f-ae95-47e4-8705-5aecdaee243c,LGA1151,LGA1700,6,6,3.6,4.3,95.0,DDR4,4,Intel Z790,0,0
413d81ac-27e3-4f38-b60f-e5d7b9336d69,0013d0d2-024d-4153-92a7-9beec572b52b,LGA2011,LGA775,8,16,2.6,3.3,115.0,DDR3,2,Intel G41,0,0
8ab31f9c-94f6-4b90-92b3-1f7cccf87d06,9bdfdb61-09b2-4422-bd9f-4d1b299a5544,LGA1151,LGA1151,4,8,3.8,4.2,73.0,DDR4,4,Intel Z370,1,1
385549e4-381d-4370-b561-0e23ba4e9e29,22e7a371-599d-4c0a-a17e-e9f04a94a2e9,LGA2011,LGA1700,8,16,3.1,3.8,150.0,DDR5,4,Intel B760,0,0
a48616b6-d2db-4efe-bfd6-1d82e093d64a,f13c4e08-fd51-41b7-97e3-3382ba7b469b,LGA2011,LGA1700,8,16,3.0,3.5,140.0,DDR5,4,Intel B760,0,0
19670dac-d7e8-4c15-8caf-50764c3c6c40,ac075410-628c-4c5b-beb2-88bf0e8c8f90,LGA1150,LGA1200,4,8,2.7,3.9,45.0,DDR4,4,Intel Z490,0,0
96adc181-a445-4ce5-8a40-c6dd28e5ca6e,7f1bd7e0-d03a-49b7-856b-0375b2161759,STR5,LGA1700,12,24,4.7,5.3,350.0,DDR5,4,Intel B760,0,0
eda463d1-d4b6-4f1a-96dd-0416efe84381,aab10d98-a7bc-460b-95be-5b1c8e73be70,AM5,AM5,12,24,4.7,5.6,170.0,DDR5,4,AMD X670,1,1
b3e699b9-ffb8-4244-9aa2-c5c1c10d5ec3,5212b920-fc99-42e0-89ae-3418b61adee6,LGA1151,LGA1151,8,16,3.7,5.0,95.0,DDR4,4,Intel C246,1,1
6ac6af9c-ce11-4466-bdc2-781547645907,898b240a-4fe1-42b3-8597-39a3c933882f,LGA1851,LGA1700,14,14,4.2,5.2,125.0,DDR5,2,Intel B760,0,0
e88eb56d-8a6b-44d4-87c4-7846f12dbe0b,0893f070-131a-4682-ad73-82f907413497,AM5,LGA1151,16,32,4.3,5.6,200.0,DDR4,4,Intel H170,0,0
1c972ff9-5284-4a30-b90c-cc51c9e1bce6,36997cf8-9487-4458-b5a7-23c6c64b1445,LGA1151,LGA1151,4,4,3.4,3.8,65.0,DDR4,4,Intel Z170,1,1
b3b4fd2c-5a52-4eb6-9167-8b54e778934e,bb4841db-aed9-4832-a719-4edca51bc929,AM4,AM4,4,4,3.6,4.0,65.0,DDR4,2,AMD A320,1,1
d86a9762-f320-42c7-bfa0-dd92f41d286c,4b3e292e-4a0d-4261-85d4-5fb64e0af75e,AM4,AM4,4,4,3.1,3.4,65.0,DDR4,4,AMD B550,1,1
247c298b-6d94-4740-ac2f-ff7171d70499,73c9b386-bb95-44a3-bf12-4109861f86b0,STR5,LGA1151,64,128,3.2,5.1,350.0,DDR4,4,Intel Z390,0,0
d5cfa1f8-e34f-4ebf-ae22-ee0f5d169183,480eddab-72a8-456e-b2ff-fe3ce426f70e,AM4,LGA2011,2,2,3.5,3.8,65.0,DDR4,4,Intel X99,0,0
8f4be642-fc35-4ec2-aa3d-e06c5eb21b10,ad991c87-f2ac-4a69-913a-0cc8c0472b87,AM4,LGA1700,8,16,3.8,4.7,105.0,DDR4,2,Intel B660,0,0
79613547-55d7-4ec2-ab6d-317322383af9,43198534-aed6-4410-9280-c96ec2f7dac4,LGA1151,LGA1151,4,4,4.0,4.6,91.0,DDR4,2,Intel H310,1,1
2025520b-82c1-4243-8bda-cb0991f2a492,54ce711a-2e5a-4014-8f0e-a0360c22952e,LGA1151,LGA1150,4,8,2.9,3.8,35.0,DDR3,4,Intel Z97,0,0
d16d9c6a-2f9d-4310-a243-b3852976fc11,12b6d5d4-df43-4feb-b862-1a690495e390,LGA1200,AM4,4,8,3.6,4.3,65.0,DDR4,4,AMD A520,0,0
bb1d31e6-d4c2-4385-a58e-ac653ae9c319,954352ab-4a27-4d72-ae15-ac21048a6e22,LGA2011,LGA1151,8,16,3.2,3.6,135.0,DDR4,4,Intel B360,0,0
ba099e65-8148-4937-aa16-80927792778e,329e74b8-d3d0-456d-895e-0a4bf2b35fea,AM5,AM5,6,12,4.1,4.7,65.0,DDR5,4,AMD X670,1,1
b733dd80-4683-45fa-9047-844eebedd6c8,c1b4e544-5c6b-4c66-a859-5a0cb733f07a,LGA1151,AM4,4,4,2.4,3.0,35.0,DDR4,4,AMD B550,0,0
4380faca-acb9-48dd-b1cd-9c6bafcc77c1,0815c516-c919-48bd-9a09-858758a59e44,AM4,LGA2011,6,12,3.6,4.0,95.0,DDR4,8,Intel X99,0,0
f2f956e6-c0df-4c3e-b2ad-5c3c57e2e13b,f376360b-85ec-49ea-9e0d-a57dff680114,AM4,LGA1200,12,24,3.8,4.6,105.0,DDR4,4,Intel B460,0,0
21d217b9-d570-482c-bc1f-d88ffba9f868,8307dc07-a0b0-4c67-8745-b1f62f665607,LGA1200,LGA1151,4,8,3.7,4.4,65.0,DDR4,4,Intel Z370,0,0
65d71712-5992-4183-8801-83ea0853e677,e93007a9-8364-4b25-95d1-7846e923580b,LGA1151,AM5,4,4,3.8,4.2,91.0,DDR5,4,AMD B850,0,0
d86a9762-f320-42c7-bfa0-dd92f41d286c,5012d4d3-f435-4dcb-ab46-521a026e0338,AM4,AM4,4,4,3.1,3.4,65.0,DDR4,4,AMD B450,1,1
5e4498ad-3d4d-4ce7-b5f2-65c25d2a7cde,0893f070-131a-4682-ad73-82f907413497,LGA1151,LGA1151,4,4,2.7,3.3,35.0,DDR4,4,Intel H170,1,1
80eb4799-e845-4499-b4d2-6fdc253d9a48,218dde02-c12f-4abb-a47f-14ef005cf7fa,LGA1700,LGA1700,24,32,3.2,5.7,150.0,DDR5,4,Intel Z790,1,1
a23a5235-8ab4-4dd1-b48d-ca1fbbf25a94,b47aaef7-cad6-46a4-816b-7510af8264bf,LGA2011,LGA1851,4,8,3.5,3.6,140.0,DDR5,4,Intel B860,0,0
1cefeb0a-2b93-441f-a11d-3806b8ca937f,0725c2b2-3c7b-4469-9084-c84d2e618aad,LGA1151,LGA1151,4,8,2.9,3.8,35.0,DDR4,4,Intel B150,1,1
eabc2ad4-eb1b-4f10-b613-a15219a79c80,bbdfcce2-497d-48af-bff9-a542e906f87e,LGA1151,LGA1151,6,12,3.8,4.9,80.0,DDR4,2,Intel B150,1,1
8f586be2-4905-46b3-9334-8b28cfa5d9a4,c8be48af-9933-4ee2-bb1c-b0c829636ade,LGA1150,LGA1700,4,4,3.1,3.6,65.0,DDR4,4,Intel B760,0,0
e1be4a9d-de07-4275-9237-44972f76de7b,0fb5232c-2cc9-4c83-9481-654d4db0fed5,STR5,LGA1700,64,128,3.2,5.1,350.0,DDR5,4,Intel B760,0,0
d7975cc5-5f56-4edc-8781-72cd1ed3ec04,0a5fd1d9-64c8-4bf7-999f-78b3010e5584,AM3+,LGA1151,8,8,3.3,4.3,95.0,DDR4,4,Intel Z170,0,0
6ca6759f-470e-4279-999b-8101f511d32f,b1cde920-35c1-4b78-8daf-7933f2198dc7,FM2+,LGA1700,4,4,3.7,4.0,95.0,DDR4,4,Intel Z790,0,0
c1adfe4a-66ad-45f3-a9e7-d750390d34e7,6708dd68-dc0c-44d7-8dc3-f752e1679353,LGA1151,LGA1151,4,4,3.3,3.7,80.0,DDR4,4,Intel Z170,1,1
222d95ca-323a-424a-8851-458549bf8771,08bf923e-aa7c-44df-8b45-779367feaf9b,LGA1151,AM3+,4,4,3.0,3.5,65.0,DDR3,4,AMD 970,0,0
96c51703-09ad-4260-8125-fa3b7185abe8,cc4d8c51-7ff8-4534-8064-cc945c37b315,LGA2011,LGA1155,6,12,3.4,3.7,135.0,DDR3,4,Intel P67,0,0
a1839f54-8d05-4b94-b1ab-6dcc43705dcd,ee6e102f-6ecf-4e92-a004-db511ff62dfd,STR5,LGA1700,16,32,4.5,5.4,350.0,DDR4,2,Intel H610,0,0
dd073712-0a1f-4e7f-a7e0-40f40aea600c,8e3ca686-c98e-4fa0-9970-b994c706c364,AM4,AM4,4,8,3.8,4.3,65.0,DDR4,2,AMD B550,1,1
5a83927b-568f-4a4f-bb09-be8a06899ef6,d0664e0d-a3a1-46f9-8077-f01a4097387b,LGA1151,LGA1151,4,4,3.0,3.5,72.0,DDR4,2,Intel H110,1,1
8bff3723-fbb9-4ad3-b97c-4750c1c37dc9,e1096d71-efb2-49d8-9281-fad8ef1f2824,AM4,AM4,6,12,3.6,4.2,65.0,DDR4,4,AMD B450,1,1
3e340505-fece-4bef-9762-866805e51037,431f11ed-e810-4176-b1e9-a7445bb24145,LGA1151,LGA1151,8,8,3.6,4.9,95.0,DDR4,4,Intel Z170,1,1
52fdaf26-948d-4f20-97bd-13ba298abac5,6873ea58-8a29-4607-9e5d-ae54957fde8e,LGA1151,LGA1151,4,8,2.9,3.8,35.0,DDR4,4,Intel C236,1,1
a1f1291c-5477-4a75-969c-cdda9ff681a1,31279609-2625-4558-b9ab-aaea0bad4ec8,LGA2066,AM4,10,20,3.3,4.5,140.0,DDR4,2,AMD X370,0,0
